,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
78,Slc1a5,Prx,Tm4sf1,Adamts20,Tmem59l,Haghl,Ddit4l,Lgi3,Flt1,Samd13,Ctf1,Hspa1b,Rgs4,Efcab11,Vat1l,Osgin1,Il1r1,Fibcd1,Card9,Tbx1,Sorbs3,Cyth4,Aldh1a7,Ifih1,Akna,Rasgrp2,Ip6k3,Zic2,Rab3a,Itgb7
79,Adamts20,Cnksr3,Nfkbia,Slc22a8,Resp18,Grin2d,Oasl2,Adam23,Dsp,Samd3,Higd1b,Gal,Aebp1,Cdkn3,Nsg1,Slc12a7,Csf3r,Bik,Cacna1h,Col5a1,Enpp6,Plcg2,Sytl3,Rasgrp3,Apobec3,Ptp4a3,Abcc9,Akna,Id4,Isyna1
80,Lox,Ccl5,Lcp1,Depp1,Mdh1,Caly,Sat1,Mest,Hp,Tesmin,Fignl1,Treml1,Ramp2,Efhc1,Grm5,Irgm1,Id1,Tbx21,Herc6,Col15a1,Gpr17,Bin2,Abcb1a,Tagap,Cxcl16,Dennd1c,Slc26a10,Rasal3,Ndrg4,Il27ra
81,Cadm3,Fam222a,Cd79a,Hhex,Pcp4,Gpr162,Atp13a5,Rell2,Nppb,Ramp2,Thumpd2,Epha1,Col4a2,Ncaph,Snca,Myof,Stat1,Spaar,Fam216b,Unc93b1,Rnf122,H2-Q7,Hrk,Hck,Zfp36,Foxp1,Hes1,H2-Ob,Vamp1,Tbc1d10c
82,Kcnmb4,Gipr,Aoc3,Arhgdib,Ccdc85a,Ccdc30,Fry,Slc10a4,Prok1,Gpr160,Gjd2,Fam92b,Lrrc43,Calml4,Mafa,Col5a1,Lsp1,Gp1bb,Prrt4,Ctsh,Tmem125,Ddr1,Iqca,Batf3,Apoc1,Pou2af1,Ifi205,Ighd,Il19,Col18a1
83,Ngfr,Cdkn1a,Gal,Csf2rb,Syne1,Snca,Itm2a,Klc2,Teddm2,Pcdha1,Smim18,Car5a,Ccdc30,Artn,Bex2,Sema3b,Adap2,Ly6g5b,Calb1,Pld4,Fyn,Unc93b1,Rrm2,Col27a1,Adap2,Il9r,Cd24a,Fmod,Ifng,Tspan32
84,Tcim,Foxd1,Tinagl1,Myoc,Kcnt1,Calb1,Scrt1,Glra1,Tex43,Fgfr4,Nap1l2,Wif1,Cfap69,Prkag3,Lrp1b,Six5,Slc6a13,Il12a,Crabp1,Ccl19,Dusp15,Gpam,Calb1,Itgal,Lcp1,Glycam1,Depp1,Maf,Klhl40,Ptpn6
85,Cavin1,Gjc3,Adgb,Lilrb4a,Ache,Tmem191c,Nnat,Snap47,Nanos3,Fam222a,Susd5,Ncaph,Ubxn11,Gsg1,Chgb,Eln,Card9,Pcdhb4,Fxyd5,Myl9,C1qa,Card9,Tesmin,Tap2,S100a4,H2-Q7,Dcn,Cd19,Gprc5a,Plau
86,Ajuba,Mpzl1,Gpc3,Sp110,Ina,Tmem145,Clcn4,Hspa12a,Cdkn3,Kcp,Pcdhb6,Alas2,Dnaaf3,Lhcgr,Rasgrf1,Clec14a,Hbb-bs,Chtf18,Ccl3,Cavin1,Tnfaip6,Usp18,Ccn4,Cd72,Lrrk1,Igfbp7,Lrrc36,Ptk2b,Clec18a,Rasal3
87,Sema3g,Depdc1b,Baz1a,Icam1,Snap47,Cfap69,Clmn,Bex2,Clec12b,Kcnj8,Tlcd2,Kif23,Kank3,Tex29,Ppfia4,Zic4,Tap1,Klrb1b,Kcnj6,Itgb4,Cnksr3,Foxj1,Olfr691,Ccn1,Hcls1,Lcp1,Cfd,Inpp5d,Fcnb,Neurl3
88,Gjc3,S100a4,Cfap43,Bmp6,Got1,Kcnq2,Ccdc141,Olfm1,Xirp1,Coch,Gal,Scarf1,Clcn4,Slc4a1,Cacna1e,Itga11,Arhgef1,Phf7,Olfr288,Tgm1,Mpzl1,Acss3,Colgalt2,Stat6,Lgals3,Grap,Cldn19,Bcl2,Tbata,Ptprc
89,Myo1c,Ggt1,Th,Ccl2,Map6,Chgb,Dao,Sv2b,Mef2b,Cabyr,Pklr,Car3,Tbx1,Slc27a3,Pnmal2,Ccn5,Col15a1,Thumpd2,Apoc4,Hic1,Chn2,Col6a2,Agtr2,Gpr17,H2-M3,Sh2b3,Cnksr1,Ikzf3,Klrb1a,Itga11
90,Ankfn1,Rcvrn,Isyna1,Apbb1ip,Ckmt1,Cacna1e,Apcdd1,AI593442,Sytl3,Tmem221,Cd7,Mei4,Apoe,Slc44a3,Slc7a5,Mustn1,Plau,Myh7,Fli1,Sipa1,Prima1,Islr,Pde6b,Pik3ap1,Trbv16,Atp2a3,Hp,Myo1g,Tmprss2,Serpina3g
91,Serinc5,Ccn5,T2,Akna,Syn1,Spock3,Flt1,Kcnj14,Nccrp1,Plau,Adamts8,Enpp3,Crb2,Neu4,Cbln1,Zc3hav1,Skap1,Sstr3,Tmem121b,S100a4,Gpr37l1,Slc6a13,Pih1d2,Glis3,Ciita,Samhd1,Slc4a1,Rac2,Rhd,Cd3d
92,Foxd1,Hbb-bs,C1qtnf3,Rem1,Prepl,Arfgef3,Ly6a,Hcn1,Gmnc,Hist1h3a,Galr1,Chaf1b,Tinagl1,Matn1,Prr16,Cald1,Fyb,Rnf2,Rgs5,Sned1,Sema6a,Ecrg4,Cacna1s,Cd86,Cd72,Prkd2,S100a8,Serpinh1,Pabpc1l,Tmem123
93,Nr4a1,Foxc1,Man1a,Tek,Gria2,Dnm1,Mylk,Pcp4,Artn,Epha1,Slc22a8,Gp1bb,Rsph4a,S100a7a,Flt1,Slc4a1,Bank1,Kcng2,Pkp2,Sod3,Col11a2,Pltp,Cabyr,Zc3h12a,Ccl19,Ptprcap,Gfi1,Nlrc5,Ces2g,Il1r1
94,Plxnb3,Zfp536,Acta2,Il27ra,Tmem191c,Nyap2,Irgm1,Atp6v1g2,Gsg1,Il17rb,Gdf10,Ropn1l,Syngap1,Ildr1,Camk2b,Slc43a1,Spi1,Ucn,Lcp2,Col6a2,Sh3bp2,Bmp6,Car5a,Gbp2,Ahnak,Slc1a5,Gdnf,Rasa4,Trbv12-2,Itga4
95,Wnt6,Mgp,Tmem212,Samhd1,Stmn2,Ece2,Map1b,Scn1a,Tmem121b,Ccdc68,Rab3c,Trbv13-1,Ier5,A3galt2,Arfgef3,Ngp,Slc6a20a,Tek,Otof,Lgals3,Itgb4,H2-Eb1,Rhbdl2,Il21r,Dennd1c,Rac2,Mafa,Sh3bp2,Kcne2,Ppp1r18
96,Slc6a13,Efcc1,Ier5,Batf3,Hcn2,Syt3,Kcnc3,Tmod1,Nmur2,Rhbdl2,Grin2a,Gsg1,Col3a1,Best3,Chd5,Gstt2,Arhgap30,Pld6,Flrt1,Gja4,Vim,Icosl,Sigirr,Bcl2a1b,Card9,H2-M3,Colq,Lrmp,Itgb1bp2,Ighd
97,Tagln,Irf7,Trh,Usp18,Dennd6b,Grb10,Sgms1,Stxbp1,Cyb5r2,Il1b,Sypl2,Klrb1b,Adgrl4,Nanos1,Pclo,Wdr86,Ogn,Hcrtr2,Drc3,Ccn5,A2m,Rasal3,Tinagl1,Lcp2,Txnip,Arhgef18,S100a9,Arhgef18,Alox12b,Kcnn4
98,Slc44a1,Cemip,Crb2,Clec14a,Bcan,Rab3b,Sall3,Rusc1,Cacng6,Nhlrc1,Baiap2l1,Piwil2,Ly6a,Hist1h1c,Sall3,Slc22a8,Pld4,Etnk2,Coq8b,Plekha4,Rapgef3,Mafb,Zfp879,Hcls1,Cxcl9,Slamf6,Mapk12,Gimap8,Aldh3b2,Crip1
99,Nrbp2,Sema4c,Egr3,Foxc1,Iglon5,Syt5,Serpinh1,Arhgap36,Nefm,Il2rb,Car5a,Pcdhb4,Unc5cl,Hist1h1t,Ece2,Prdm11,Timp1,Kif6,Ulk4,Snai1,Xaf1,Six5,AW146154,Fcgr4,Vtn,Irf8,Pcdhb4,Ccl19,Cfd,Gimap6
100,Fbln2,Pi16,Neurl3,Ifi44,Rusc1,Tmem130,A2m,Them6,Pcp4l1,Mafb,Cartpt,Ngb,Slco1c1,Txndc2,Eno2,Pdgfra,Hic1,Gabre,Ccl4,Foxd1,Pik3r3,Nfasc,Fibcd1,Arhgap29,Ighd,Tap1,Asb14,Col27a1,Fbxo47,Cd79a
101,Hmgcs2,Tmod1,Pi16,Hbb-bt,Gprasp2,C1qtnf4,Ltbp3,Map6,Eps8l1,Spaar,Syt1,Cyb5r2,Nrbp2,F10,Fcho1,Thbs2,Gimap8,Cd3d,Pld4,Bmp4,Pstpip2,Synpo2,S100a9,Zc3hav1,Ncf1,Hvcn1,Hbb-bt,Nr2f2,Odf3,Stra6
102,Iqgap2,Art3,Slamf6,Slc2a1,Reep2,Eno2,Sned1,Tesc,Rsph1,Gp1bb,Zfp879,Misp,Tmem212,Il20ra,Slc16a11,Glce,Txnip,Npas1,Gbp5,Itgb2,Kcna1,Rnd3,Bik,Icam1,Tlr2,Dock2,Dpt,Acap1,Fam178b,Lox
103,Mfap3l,Ccn2,Sod3,Trbc2,Rell2,Mtcl1,Prkcd,Nrg1,Sdcbp2,Atp13a5,Rims2,Slc44a3,Col1a1,Plaat5,Iglon5,Pear1,Ifi30,Hba-a1,Rab3b,Lama5,Inpp5j,Itgb2,Bcl2a1b,Il2rb,Stk17b,Limd2,Got1,Neurl3,Mindy4b-ps,Map3k1
104,Islr,Klhl35,Eln,Nr1h3,Cntnap1,Tmem181a,Atp2b2,Reep2,Best3,Itih3,Capsl,Strc,Cfap46,Klrb1f,Rap1gap,Hspb1,Il4i1,Star,Col25a1,Rbpms,Srpk3,Nkx6-2,Syt15,Ppfibp1,Slc1a5,Hcls1,Efcab11,Ltb,Nhlh1,Twist1
105,Swap70,Pdgfra,Slfn2,Trbv16,Ube2ql1,Nts,Fhl1,Gpr37l1,Ccl1,Myocd,Hbb-bt,Alpk3,Fhl1,Mpzl2,Zcchc18,Sh2d4a,Cebpa,Samd11,Fam131c,Foxc1,H2-K1,Gbp5,Chtf18,Serpine1,Samhd1,Lck,Grb7,Lck,Qrfprl,Ripor2
106,Emp2,Wtip,Cd24a,Efcab11,Gpr162,Ndrg4,Ccnd3,Cartpt,Mcm5,Klrb1b,Tmie,Matn4,Dnah6,Samd13,Pde2a,Klf5,Fn1,Ccdc173,Gad2,Tmem51,Lrp1b,Timp1,Pcdhb4,Sh2b3,Serping1,Cd22,Casz1,Nid1,Cpa6,Spib
107,Dgka,Rasgrp3,Timeless,Fcgr4,Sept5,Syngap1,Pipox,Clstn3,Sphk1,Parp16,Ninj2,Rcvrn,Fgd5,Samd3,Nrgn,Ms4a4a,H2-DMb2,Olfr78,Insl5,Card9,Aldh1l2,Ddx60,Efcab6,Tgm1,Slc15a3,Blk,Mn1,Ier5,Tdrd12,Acta2
108,Rhbdf2,Mn1,Cracr2a,Pld4,Scg2,Otof,Cacnb1,Add2,Tcf15,Calr4,Tmem114,AI182371,Cfh,Cnn1,Tmem130,Ccm2l,Bin2,Klhl35,Nhlh1,Nlrc5,Slc22a23,Col3a1,Hbb-bt,Rhoh,Lrmp,Ms4a1,Kcnj8,Cyth4,Slc17a7,Ikzf3
109,Rarres2,Txndc2,Mgp,Arhgap30,Chga,Calb2,Serping1,Dkk3,Il20ra,Tbx1,Epha8,Pbk,Rasip1,Ccdc121,Mtus2,Baiap2l1,Siglecg,Depdc1b,Siglecf,Six5,Frmd4a,Aox3,Paqr5,Enpp6,Srgn,Nfkb2,Anxa1,Tap2,Ltf,Plekha4
110,Foxd3,Slc6a13,Btg1,Ifit2,Cacna2d1,Khdrbs2,Cadm1,Dmtn,Grifin,Fkbp11,Car10,Matn1,Ttll8,Hjv,Shisa7,Ahr,Ets1,Nkain1,Degs2,Hspa12b,Slc6a1,Slc24a4,Slco1c1,Sp100,Nfkb2,Ripor2,Llgl2,Dock2,Pla2g4f,Fbln2
111,Ahnak2,Colgalt2,S100a9,Ccdc173,Tubb3,Bex2,Atp6v1g2,Crtac1,F10,Hes1,Rhd,Has1,She,Dthd1,Kcnq2,Rhbdf2,Cavin1,Robo4,Saa1,Slc1a5,Tnr,Zfp185,Itm2a,Wdfy4,H2-Ob,Bank1,Rem1,Grk6,Crct1,Igfbp2
112,Samd5,Sema3b,Gimap3,Cd86,Tmem130,Kcnj3,Nefm,Rgs5,Igkv4-72,Ttc12,Crct1,Ulbp1,Adgrf5,Chrne,Syt1,Adh1,Lrrk1,Nkx2-2,Cd109,Lrrk1,Fam222a,Igtp,Pi16,Hspb1,Swap70,Ikzf1,Ucn2,Mzb1,Trpv6,Slc6a20a
113,Wtip,St8sia5,Cd209a,Slc6a20a,Atp1b2,Cdh8,Cebpd,Gpc1,Acot5,Zfp974,Serpinb8,Best3,Prelp,Sh2d1b1,Kcnc1,Rad54l,Ecrg4,Il19,Hcrtr1,Zc3hav1,Foxj1,Csf3r,Ucn,Adam8,Tbc1d10c,Btla,Gdf10,Hvcn1,Slc6a16,Cd37
114,Col6a3,Cenpe,Efcab6,Nnat,Cacna1b,Plppr3,Unc119,Ncdn,Agbl2,Ccl3,Hcrtr2,Myot,Ak7,Lilra5,Lrp8,Col11a1,Trbc2,Trdc,Hrk,Dpt,Nkx2-2,Tyrobp,Kcng2,Tnni3,H2-DMb1,Plcg2,Clec2i,Itga4,Gfy,Hcls1
115,Thbs2,Pmp2,Gimap9,Oasl2,Aplp1,Ptprs,Col16a1,Ache,Qprt,Cracr2a,Mmp25,Myh7,Tnni3,Sphk1,Khdrbs2,Dock8,Fxyd5,Hsh2d,Tfrc,Ptprb,Zfp488,Nid1,Ifi209,Rasa4,Neurl3,Neurl3,Grasp,Sema3b,Syt8,Il2rb
116,Serping1,Slc6a20a,Haao,Lrg1,Olfm1,Cbln1,Six5,Gap43,Ip6k3,Gabre,Th,Drd2,Dnah9,Tcf15,Kcnip2,Rnf125,Cybb,Kif18a,Kif9,Pdgfrb,Man1a,Matn4,Ankrd34c,Anxa11,Ppp1r18,Fcrl1,Fbxl8,Cytip,Treml1,Pdgfrb
117,Tbx2,Tnfaip6,Ralgps2,Rfx2,Scg5,Cstf2,Ramp2,Hspb1,Sprr1a,Zap70,Crabp1,Il18r1,Ccm2l,Prg4,Ndn,Ccl8,Plekha4,Ifng,Cth,Wnt6,Gpam,Met,Def6,Cd2,Sh2b3,Cnn2,Gas2l3,Limd2,Slc26a7,Oas1a
118,Ntn5,Pik3r3,Troap,Il2rg,Zcchc18,Pclo,Ifit3,Slc6a11,Nudt15,Dhx58,Lmx1b,Klrb1f,Lrrc36,Ighg2b,Kcnj3,Lrg1,Neurl3,Klhl40,Rxfp3,Pear1,Bcan,Cfap44,Met,Cxcl16,Apbb1ip,Map3k1,Plau,Ccdc88b,Wfdc8,Rbpms
119,Myoc,Sp7,Csf2rb,Ccdc40,Map7d2,Kcnc1,Slco1c1,Calcb,Spx,Rnf213,Pcolce2,Igkv4-72,Dynlrb2,Edn3,Grin1,Timp1,Igkc,Mgl2,Gria2,Olfml2a,Mafb,Inava,Stc2,Grb7,Itgal,Iglc3,Pi15,Sept1,Slc30a2,Itgal
120,Kcnk5,Ninj2,Mycbpap,Oasl1,Disp2,Rgs9,Gpr17,Scrt2,Sh2d1b1,Samd11,Tll1,Casz1,Fam183b,S100a8,Peg3,Fcnb,H2-Ob,Klrb1a,Ncf1,Ccdc88b,Sema7a,Rasl12,Klhl14,Zfp366,Lilrb4a,Stap1,Hist1h1c,Myo1c,Nrk,Stk17b
121,Sned1,Vegfd,Sbspon,Nmbr,Tmem145,Mafa,Ttyh2,Syt3,Rnf39,Zfp958,Degs2,Onecut3,Fam166b,Hist1h2ap,Calb1,Tagln2,Arhgap29,Tmprss2,Batf3,Twist1,Stat1,Ttll3,Klhl35,Ccl17,Bst2,Srgn,Hist1h2ap,Siglecg,Dmrt2,Cfd
122,Rnd3,Cstad,Abcb1a,Parp14,Wnk2,Rhbdl1,Cldn5,Cpne6,Rcvrn,S100a7a,Grhl3,Ucn,Adamts20,Ifih1,Slco1a4,Col6a3,Pik3ap1,Clec18a,Dlk1,Bcl2l12,Sox9,Apbb1ip,Nmur2,Icos,Kcnn4,Fam43a,Trim7,Hcls1,Krt18,Foxc1
123,Mob3b,Igfbp2,Serpinb8,Trpc4,Ryr2,Cit,Adgrf5,Prepl,Cstad,Adamts6,Enpp3,Myom2,Map3k20,Echdc3,Rgs9,Slc6a16,Thbs1,Fcnb,Ahi1,Tnni1,Erbb3,Sat1,Galr3,Rhbdf2,Rcsd1,Fcmr,Map3k7cl,Trim14,Cdkn2a,Camp
124,Tmem40,Lpar2,Slc6a20a,AA467197,Pvalb,Ebf4,Fyn,Kcna1,Gck,Gbp4,Sowahb,Mmp25,Sod3,Lmntd1,Cdh8,Slc26a7,Ubd,Gprc5a,Tll2,Synpo2,Asap3,Sirt2,Lat2,Dock8,Nid1,Myo1c,Hpn,Fli1,Hsf2bp,Zbp1
125,Wnk4,Gpc3,Trim66,Esam,Snph,Syt1,Pvalb,Ina,Uts2b,Grm2,Clec12b,Tmem40,Notch3,Tmprss5,Cd24a,Ltf,Themis2,Efhc1,Mc4r,Il1r1,Arc,H2-Q6,Cdca8,Baz1a,Limd2,Bach2,Dnah11,Bin2,Cnksr1,Col13a1
126,Col16a1,Slc4a1,Fxyd5,Lama5,Zgpat,Rogdi,Rasl12,Syn1,Mrgprh,Crybg1,Clspn,Baiap2l1,Ccdc162,Prdm5,Col9a2,Cnksr1,Ccl8,Itgb1bp2,Ccdc151,Esam,Cldn14,Ptprb,Gadd45g,Csf2rb,Trim14,Rasgrp1,Mgl2,Isyna1,Urah,Myo1g
127,Itm2a,Wnt2b,Aldh1a2,Glis3,Scrt1,Fhl1,Rfx3,Nos1ap,Ankrd2,Oas1c,Trpc4,Sh2d1b1,Wtip,Nkx2-9,Cacna1i,Hp,Tagln2,Kcne2,Ccl12,Fyb,Gipr,Isg15,Ptger1,Tuba1c,Spi1,Ly6d,Arhgef33,Sell,Mroh8,Cd79b
128,Col24a1,Shcbp1,Nmur2,Haao,Rab3c,Scg5,Rasip1,Dnm1,Pcdhb6,Ms4a4a,Dao,Ccn4,Ddr1,Mxd3,Epha8,Camp,Tgfb1,Fam178b,Cacna2d1,Synpo,Rras2,Ccdc96,Hsh2d,Usp18,Plau,H2-Eb2,Gbp9,B4galnt1,Gemin4,Osgin1
129,Tacc2,Islr,Slc36a2,Ano1,Plekha6,Grin1,Kcnq4,Atp2b2,Aloxe3,Sdcbp2,Snca,Pcdha1,Rasgrp2,Pdgfra,Ltbp4,Pheta2,Pirb,Odf3,Crb2,Nkx2-2,Sh3bp4,Socs1,Zap70,Apoc4,Tgfb1,Cd40,Clec14a,Iglc3,Slpi,Grk6
130,Spp1,Myh11,Oas1c,Rhoh,Cadm3,Cpne6,Esam,Mfap3l,Pde6b,Gda,Fcgr4,Hjv,Il34,BC030867,Myt1,Rad9b,Ppp1r18,Alox12b,Spag8,Map3k20,Tmprss5,Batf3,Agbl2,Epsti1,Themis2,Gimap1,Hrk,Slamf6,Trim55,Kif18a
131,Paqr6,Rad54b,Ptger1,Arhgap45,Atxn2l,Vwa5b2,Herc6,Kcnmb4,S100a8,Sctr,Mtus2,Rad54b,Lrrc71,Atp6v0a4,L1cam,Cnn2,Apoc1,Mindy4b-ps,Zfp951,Map3k6,Aif1,S100a4,Scarf1,Ccn5,Igfbp2,Fam169b,Pde4c,Gimap3,Cd300lg,Anxa1
132,Vit,Ncmap,Dcn,Cd300lb,Car10,Tac1,Nlrc5,Slc7a10,Sapcd2,Tcf15,Slc27a3,P2rx1,Itga1,Nlrp1b,Tmem181a,Mndal,Fam169b,Cfd,Amigo2,Sh3bp2,Hspb8,Ccdc114,Nudt15,Apobec3,Junb,Cfh,Il19,Ppp1r18,Tslp,Dock2
133,Gnai3,Fgfr4,Dnase1l3,Ung,Hapln4,Ryr2,Car10,Srd5a2,Glce,Trdc,Drd2,Dclre1b,Synpo2,Pfkfb1,Cdkl1,Twist1,Slc1a5,Trbv12-2,Doc2b,Egfl7,Rassf10,Ahnak,Pnma3,Serpinf1,Tap2,Haao,Ifng,Unc13d,Camp,Med7
134,Hbb-bs,Kcnk5,Llgl2,Zbp1,Tmem25,Rap1gap,Kcnn3,Tdrp,Nyx,Aurkb,Ywhaz,Uts2b,Spef2,Gbp2,Cstf2,Depdc1b,Hhex,Pabpc1l,Stat1,Col6a3,Myoc,Lilrb4a,Oasl1,Cybb,Fmod,Ralgps2,Gprc5a,Myb,Teddm2,Foxd3
135,Gli1,Prelp,Sdc1,Gpr160,Cacng7,Nmu,Gria4,Tmem59l,Coch,Agbl2,Klhl14,Aire,Jag1,Lipt1,Plch2,Wnt2b,Tnni3,Ces2g,Rgs9,Tcim,Cebpa,Mia,Syt4,Clec4a3,Fn1,Tap2,Fcnb,Cxcl16,Saa1,Kcnk5
136,Stra6,Mustn1,Nudt15,Prg4,Inha,Gpc1,Id1,Prkar1b,Sall3,Qprt,Prom1,Gck,Ushbp1,Ulbp1,Ache,Aox3,Sod3,Fbxo47,Egr3,Glis3,Rab37,Rrad,Slc18a3,Traf3ip3,Serpinh1,Rasgrp3,Klrb1a,Tnfrsf13c,Pdcd1lg2,Rad54l
137,Piezo2,Sapcd2,Cd6,S100a8,Pitpnm1,Atp8b2,Ccdc114,Irx3,Cpne4,Srgn,Kcnh4,Agtr2,Lrrc23,Tnfsf9,Atp2b4,Spn,Lrg1,Rhd,Galr1,Pln,Tril,Togaram2,Cd69,Shcbp1,Glycam1,Sh3bp2,Tmprss2,Iglc2,Gfra3,Arhgap29
138,Adgb,Psrc1,Wtip,Cemip2,C1qtnf4,Col9a2,Lhfpl2,Cyfip2,Lrrc9,Nudt15,Matn1,Tnfaip8l3,Mecom,Cabyr,Rabl2,Nid1,Ier5,Icos,Fyb,Col28a1,Sema4f,Ajuba,Lipt1,F10,Foxp1,Spib,Clec18a,Igfbp2,Hp,Tbx2
139,Mpzl2,Cldn34c1,Ffar1,Efcab7,Car11,Stxbp1,Kank3,Cadm1,Gfi1,Eps8l2,Raver2,Pde6b,Rasl12,Insl5,Rab36,Sh2d1b1,Stk17b,Nek11,Cybb,Lilrb4a,Txnip,Nme5,Meis2,Ccl12,Lcp2,Ppp1r18,Tbata,Sh2b3,Wif1,Traf1
140,Cemip,Olig1,Ppp1r36,Nlrp1b,Kcnab3,Pnmal2,Micall2,Hsf4,Nek2,Rcvrn,Dhx58,Dsp,Sema3g,Crym,Syt5,Gpr160,Oas1a,Crct1,Gad1,Trim14,Il12rb1,Raver2,Fam131c,Tcim,Acap1,Tspan32,Fam178b,Lgals3,Prok1,Snai1
141,Myo7a,Zfp235,Ttc16,Dock8,Vwa5b2,Kcnd3,Npr2,Slit3,Mypn,Ccdc151,Grifin,Ect2,Pde2a,Cldn34c1,Actl6b,Aire,Bmp6,Treml1,Adcyap1,Mecom,Tcf7l2,Samhd1,Insl5,Nlrc5,Stat6,Lsp1,Odf3,Tspan32,Nppb,Tlr2
142,Cemip2,S100a9,Mlf1,Ttll8,Srrm3,Pcp4,Adgrl4,Susd2,Cck,Siglecf,Plaat5,Hba-a1,Wdr49,Sla2,Slco1c1,Uts2b,Rasgrp4,Dmrt2,Tcte1,Cebpd,Fam214a,Tmie,Shank2,Ezr,Nfkbia,Trbv16,Pabpc1l,Cd72,Fosb,Jph2
143,Ahr,Chtf18,Zfp366,Tnni3,Stac2,Cntnap5a,Cacng7,Prima1,Isg20,Mlf1,Il18r1,Nkx2-9,Mfge8,Psrc1,Grin2d,Fgfr4,Myo1c,Slc6a16,Dynlrb2,Ramp2,Csf3r,Sox2,Tcf7l2,Unc13d,Il2rg,Gimap6,Kcne2,Zc3h12a,Knl1,Slamf6
144,Crip1,Mxd3,Lcp2,Bcl11b,Scn1a,Nrn1,H2-K1,Entpd3,Htr5b,Vcan,Pou4f1,Il19,Foxp1,Ctla2b,Ube2ql1,Tnfrsf13b,Cald1,Pla2g4f,Pear1,Pim1,Prelp,Kif9,Ttc16,Impg2,Ikzf1,Inpp5d,Alox12b,Col18a1,Colec10,Tnfrsf18
145,S100a7a,Kif6,Dnah5,Il12rb1,Atp13a2,Slc16a11,Kctd6,Sez6l,Nlrp1b,Cbln2,Sdcbp2,Pgpep1l,Eln,Siglecf,Itm2a,Lmntd1,Col13a1,Tdrd12,Mxd3,Lef1,Mob3b,Btk,Ucn2,Arhgdib,Isyna1,Ncf4,Trbv12-2,Btg1,Mroh5,Rubcnl
146,Tll1,Osgin1,Pla2g2d,Ccdc151,Gria4,Hs6st2,Gpr37,Tnfrsf12a,Ccdc60,Prdm9,Chrna3,Olfr288,Coq8b,Apoa2,Cables1,Gfi1,Ltbp1,Cpa6,Plcg2,Hvcn1,Masp1,Akna,Prdm9,Bgn,Lat2,Birc3,Aldh3b2,Arhgdib,Dtl,Stat4
147,Dusp4,Jag1,Myo1g,Lpl,Syt7,Col24a1,Raver2,Iglon5,Pklr,Nqo2,Lefty1,Lmntd1,Traf1,Tex26,Ptch1,Nek2,Trbv16,Ltf,Sstr3,Apbb1ip,Col13a1,Ifi47,Prdm5,Bmp4,Traf3ip3,Cytip,Ces2g,Samhd1,Tex43,Myom1
148,Bmp6,Zfp958,Vtn,Isg20,Chd5,Cacna1i,Gli1,Tril,Tnfsf9,Rab37,Aoc3,Samd11,Wdr66,Rhbdl2,Mtcl1,Gdnf,Cd300lf,Wfdc8,Stoml3,Cybb,Clcn4,Lrrc9,Baiap2l1,Dlgap5,Rac2,Vim,Rhd,Col6a1,Pheta2,Lcp1
149,Foxc1,S100a7a,Mns1,Vsig2,Pnck,Cck,Bst2,Pvalb,Cabyr,H2-Q2,Tac1,Nme5,Plekhg2,Susd5,Syt6,C1qtnf3,Cd300lb,Slc26a7,Kank3,Piezo2,Ppfibp1,Txnip,Kcp,Piezo1,Zic2,Bcl2,Fbxo47,Tagln2,Alas2,Apobec3
150,Ccn1,Ccl17,Gas2l2,Tex26,Grm7,Ache,Kcnd2,Plekhd1,Hist1h3a,Tfap2a,Sema3e,Klhl40,Ano1,Cd3d,Kcnj9,Pfkfb1,Top2a,Syt8,Rsph10b,Ngfr,Ninj2,Xaf1,Kcnj8,Chn2,Myof,Wdfy4,Mindy4b-ps,Ctsh,Chaf1b,Celsr1
151,Lhfpl2,Ctsw,Atp2a3,Slfn2,Chgb,Pdyn,Ptprb,Elavl2,Depp1,Baiap2l1,Mcm5,Ifng,Tie1,Prdm9,Ccdc141,Atp6v0a4,Dpt,Krt18,Fry,Zic4,Tyrobp,Ngef,Slc26a10,Igf2bp3,Slfn2,Itga4,Nhlh1,Cd79a,Wnt10b,Myof
152,Klf5,Spef2,Calb1,Rxfp1,Celf5,Xkr6,Car4,Ntsr2,Gtse1,Sypl2,Ifi44,Gdnf,Cfap54,Phf11b,Stac2,Ramp2,Mzb1,Slc30a2,B3gnt4,Vwf,Col16a1,Myof,Gkn3,Sp7,Gimap4,Prkcd,Tie1,Zap70,Cyp11b1,Hmgcs2
153,Twist1,Cdca8,Ccl2,Wdr86,Ppfia4,Chd5,Meis2,Sh3gl2,Clec9a,Crocc2,Slc5a11,Zfp951,Rsph10b,Wdr86,Pnck,Dytn,Lgals3,Nrk,Dlgap5,Grb7,Hif3a,Fas,Cth,Kif18a,Ncf4,Slfn2,Cpa6,Cd22,Sowahb,Ly6a
154,Egr3,Hba-a2,Hcls1,Tagap,Slc6a11,Cacnb3,Mpzl1,Epb41,Paqr5,Cd109,Scarf1,Sh2d4a,Sox2,Zfp879,Nrip2,Tnfsf9,Lck,Gfy,Lat2,Lox,Ctsz,Bst2,Rab38,Hist1h2ae,Sgk1,H2-DMb1,Gfy,Serpinf1,F9,Samhd1
